
"id","comment","annotation"
"10106","মন্তব্য ফেলে দেন কেন?","negative"
"10107","এসব ব্যবসায়ী কিন্তু নিজেদের হালাল ইনকাম দাবি করে ! অথচ রাস্তার ছিনতাইকারী আর ওদের মধ্যে কোন পার্থক্য নাই","negative"
"10108","ফুটো নেৌকার পালে হাওয়া ধরিয়ে পার হওয়া যায় কি ?","negative"
"10109","সব জায়গায় বি এন পি ভুত সরকারকে পেয়ে বসেছে","negative"
"10110",". . .২০১৯ সালের জাতীয় নির্বাচনেও বিএনপি অংশ নিবে ! ওবায়দুল কাদের সাহেবের বলা এমন কথায় আওয়ামী সমর্থকরা উল্লসিত হতে পারে , কিন্তু সাধারন নাগরিকরা উত্‍কন্ঠিত হয়,আতঙ্কিত হয়","negative"
"10111","আমরা প্রস্তুত","positive"
"10112","তাই এটুকুই বলব 'চোরে না শোনে ধর্মের কাহিনী'","negative"
"10113","সাকিবের কথা ভুলে যাওয়া ঠিক হবেনা","neutral"
"10114","তাহলে আর কি লাভ হোল, আমরা ভেবেছিলাম, বিবাহ অনুষ্ঠান উপলক্ষে মা বাবার বাড়তি খরচ ঝক্কি ঝামেলা বেচে গেল","negative"
"10115","রিয়াদকে বাদ দিয়ে রেজা আর শামসুরকে নিলাম","neutral"
"10116","সুতরাং জিন্দাবাদই বলুন আর জয়বাংলাই বলুন বাংলাদেশ প্রেম যে কারোর মধ্যই নাই এটাই বাস্তবতা","negative"
"10117","টিভি নিশ্চই ক্রিকেটারদের রিমট কন্ট্রোলার নয়","negative"
"10118","জামায়াতের সাথে খেলার অধিকার শুধুই আওয়ামীলীগের!!!!!!!!বড়ই মজা","negative"
"10119","এত ইনিয়ে বিনিয়ে আর কতদিন বলবেন ? পারলে সরাসরি বলেন , না পারলে ' অফ ' যান","negative"
"10120","ভাল প্লেয়ার দের প্রাপ্য সম্মান দিতে না জানলেও","ambiguous"
"10121","ভাল সাদুবাদ জানায়","positive"
"10122","বিএনপি তার সিধধান্ত পরিবরতণ করে জালাও পোড়াও করলে বোধহয় লেখক ভাল বোধ করতেন","negative"
"10123","ধন্যবাদ আপনাকে জনাব","positive"
"10124","মির্জা ফখরুল ইসলাম আলমগীর সাহেব যে বিএনপির ভারপ্রাপ্ত মহাসচিব সেটাইতো বোঝা গেল না","negative"
"10125","আশা করছি, আজ এই দেশবিরোধী কুচক্রীরা নতুন করে হামলা করার দুঃসাহস দেখাবে না","positive"
"10126","জনপ্রতিনিধিদের জন্য দ্রুত বিচারের ব্যবস্থ","ambiguous"
"10127","ধন্যবাদ আপনাকে","positive"
"10128","বাংলাদেশের জনগণের সাথে সুসম্পর্ক রাখা ভারত সরকারের কাজ নয়","negative"
"10129","চোখটা ভারি হয়ে গেল","neutral"
"10130","আশাকরি পাকিস্তান এই ম্যাচে ভারতে কাছে হেরে, বিশ্বকাপে ভারতে বিপক্ষে কোন ম্যাচ না জেতার ইতিহাস অক্ষুন্না রাখবে","negative"
"10131","মাহী যদি নিজে গিয়ে দেখা করতো তাহলে ভালো হতো","ambiguous"
"10132","এর শুরু হয়েছিল নিহত ২০ জনই বিদেশি বলার মধ্য দিয়ে,পরে বলা হল এই ২০ জনের মধ্যে ৩ জন বাংলাদেশি","ambiguous"
"10133","তা হলে কি রাজনীতি করবে শুধু বেকাররা?","negative"
"10134","অভিনন্দন মাশরাফিকে","positive"
"10135","ভোটাধিকার যাদের জন্য সাধারণ ব্যাপার দেশ ধ্বংসও যাদের জন্য সাধারণ ব্যাপার","negative"
"10136","কিসের সাথে কি ?","negative"
"10137","যেটা বাংলাদেশ সব সময় দেখানোর চেষ্টা করে","positive"
"10138","সবাইকে বুঝা উচিত নির্বাচন এর চেয়ে জীবনের মুল্য অনেক বেশী","neutral"
"10139","ভিডিওটি দেখে খুব খারাপ লেগেছে, ভাবলাম যারা আমাদের দেশে যারা বাসে পুড়ে মরে তারা কি কষট পেয়েই না মারা যায়","negative"
"10140","ইমতিয়াজ তোমার কথায় যদি শিবির দোষী হয় তাহলে তোদের পুলিস তাদের ছেড়ে দিছে কেন ?","negative"
"10141","যে চাকাটিতে দেশ চলছে সে চাকাটির নাট-বল্টু-টায়ার-টিউব সব ঠিকঠাক আছে তো?","negative"
"10142","বাংলাদেশে অনেক মেয়ে আছে এই রোগে আক্রান্ত কারিনা এর দিকে চেয়ে অনেকে ই ওজন কমায়","negative"
"10143","বায়োমেট্রিক নিবন্দন বন্দ করে দিলে কি মুক্তি মিলবে?","negative"
"10144","স্বামীর দ্বারা ...... !!!!!!!!!! কিভাবে ?????????????","negative"
"10145","হাম্বা হাম্বা বাংলাদেশে ভোটের অধিকার শেষ ৫ জানুয়ারি সিটিং মিটিং চিটিং এ তো বড় কিছু না","ambiguous"
"10146","আপনার প্রতিপক্ষ বছরে মাত্র ৬ লাখ টাকা আয় করেন , পারলে উনাকে একটু আর্থিক সাহায্য করবেন","negative"
"10147","নৈতিক ভাবে ওনাকে মন্ত্রি পদে রাখা অবৈধ","negative"
"10148","চুরামি করার মতলব","negative"
"10149","বাজার কি ভাবে ভাল হবে","negative"
"10150","ঘটনার বিবরণ দেখলে বুঝা যায় এটা পূর্ব পরিকল্পিত","negative"
"10151","পাকিস্তানে যেভাবে জেনারেশনের পর জেনারেশন মগজ ধোলাই করা হচেছ তাতে করে তাদের কাছে শুভ কিছু আশা করাই ভুল","negative"
"10152","কোন রাষ্ট্রের সরকার ও বিরোধী দল কেমন হবে তা নির্ভর সে দেশের মানুষ কেমন করে চিন্তা করে","positive"
"10153","সারা টুর্নামেন্ট এত ভাল খেলেও ফাইনালে যেতে পারল না","negative"
"10154","আমরা তাঁর সাফল্যের অপেক্ষায় রইলাম","positive"
"10155","সমস্যা হল, সবকিছুর চাবিটা আমাদের হাতে কিন্তু চাবিকাঠি অন্যের কাছে","negative"
"10156","দেশকে হায়েনা মুক্ত করতে হবে","positive"
"10157","কিন্তু এখানে ব্র্যাক সামনে, ফজলে হাসান আবেদ পেছনে জন্মদিনের শুভেচ্ছা স্যার আবেদ কে","positive"
"10158","শ্রীলঙ্কার বারাবারি নেতাগিরি অসহ্য লাগছে","negative"
"10159","আমিও এ রোডমার্চে আছি","positive"
"10160","আর্জেন্টিনা ব্রাজিল বাদ আমিও হন্দুরাজের সাপোর্টার, ফেলুদার বইতে পড়েছিলাম 'হন্দুরাজে হাহাকার' এখন আমি 'হন্দুরাজের সাপোর্টার'","positive"
"10161","তিন ল্যান্ডের স্কটল্যান্ড বধ যখন হয়ে গেছে অন্য দুই ল্যান্ড ও হারবে, চাপ এখন ওদের উপর","neutral"
"10162","শেষ পর্যন্ত ফাইনাল এও এক মোড়ল রাজত্ব করবে","negative"
"10163","দোয়া করি আগামী ম্যাচ গুলাতে ভাল খেলার জন্য","positive"
"10164","যে সরকার দেশবাসীকে হতাশ করেছে তাদের প্রতি বিশ্ববাসী হতাশ হবেন এটাই স্বাভাবিক","negative"
"10165","একজন সাধারন নাগরিক হিসেবে আমি মনে করি, জামাত ছাড়া বি এন পির একার পক্ষে সহিংস আন্দোলন করা সম্ভব নয়","negative"
"10166","ভাই আমাদেরকে আগের মত ৫ ঘন্টায় যেতে দেওয়ার সুযোগ করে দিলেই হবে...... এই সব এর স্বপ্ন দেখানোর দরকার নাই","negative"
"10167","এতো ভাইরাস দেখে বিল গেটস সাহেবের হার্ট এটাক হওয়ার মতো অবস্থা","negative"
"10168","আপনারা নিরাপদ দুরত্বেই থাকুন ! লিখেই ক্ষ্যান্ত দিন ! দায়িত্ব এড়ানোর মিনিমাম দায় আপনাদের কবে নাড়া দিবে ? আপনারা না আমাদের বিবেক ! আমাদের রক্তাক্ত মুখ আপনাদের কষ্ট দেয় না ?","negative"
"10169","তখন এই দ্যনিয়েলে এমন চ্যাকা দিবে","negative"
"10170","একটা যুদ্ধ খুবই দরকার","negative"
"10171","তাদের কোন মাথা ব্যাথা আছে বলে মনে হয় না","negative"
"10172","ভাই বরই লজ্জাকর বিষয়","negative"
"10173","আহা কি আনন্দ আকাশে বাতাসে","positive"
"10174","বোঝা গেল তারা (বিএনপি) ক্ষমতালোভী","negative"
"10175","দোয়া করি অাল্লাহ অাপনাকে ভাল রাখুন","positive"
"10176","অধিক সংখ্যক পাশের হার শুধুমাত্র রাজনৈতিক উদ্দেশ্যেই, ছাত্র ছাত্রীর জন্যে নয়","negative"
"10177","গো হারা হার অপেক্ষা করছে আমাদের জন্য,যদি খেলা মাঠে গড়ায়","negative"
"10178","তাহলে দয়া করে পদত্যাগ করুন","negative"
"10179","একেই বলে দেশ প্রেমদেশের জন্য শেষ পর্যন্ত লড়ে যাওয়া","positive"
"10180","হিন্দু ছাত্রদের কৌশল অবলম্ভন করুন চাকরি নিশ্চিত হয়ে যাবে","negative"
"10181","আলহামদুল্লিাহ্","positive"
"10182","সরকারের উচিত আইন করে অন্ততঃ তিন-চার বছর ইলিশ ধরা নিষিদ্ধ করা","neutral"
"10183","আওয়ামী লীগের মুখপাত্র নিরব হলে চলবে কেমনে ?","negative"
"10184","ভাই রমজান মাসত তাই","neutral"
"10185","শুনে খুব ভালো লাগলো","positive"
"10186","আর স্যমুয়েলকে রাখা যেত","neutral"
"10187","মানুষ বিলুপ্ত হতে পারে না","neutral"
"10188","আবেগে আপ্লুত হওয়াটা বোধ হয় ঠিক নয়","negative"
"10189","বিশ্বকাপ বর্জন করে নয়, বরং ভারতকে তাদের মাটিতে নাকানি চুবানি খাইয়ে এই অন্যায় এর প্রতিবাদ জানাতে হবে","negative"
"10190","এগিয়ে যাও প্রথম আলো পাঠকই তোমার শক্তি","positive"
"10201","এগুলো কিছু ভন্ড আদ্ধাত্নিক সাধকদের ভন্ডামি ছাড়া কিছু নয়","negative"
"10202","বোঝা যায় ! বাছাই করা লোক দিয়েই মনোনয়ন পত্র যাচাই-বাছাই করা হচ্ছে ! ভেরী গুড","ambiguous"
"10203","বিপ্লব আগাগোড়া প্লব","positive"
"10204","কি আর কমু","neutral"
"10205","দেশের কাজ করে লাভ কি ?","negative"
"10206","কমেন্টের পাশে ডাউন ভোটের অবস্থা দেখনা ! আমরা সবাই তেতুলদর্শী","negative"
"10207","সহমত","neutral"
"10208","অসুস্থ সরকার","negative"
"10209","মিসরে যৌন হয়রানির অপরাধের দায়ে মাএ পাঁচ বছর পর্যন্ত কারাদণ্ড হতে পারে??? মিসরের কারাগার গুলোতে পুলিশ ও সেনাবাহিনীর সদশ্যরা নারী বন্ধীদের নিয়মীত যৌন হয়রানি, ধর্ষন করে থাকে","negative"
"10210","সাকিব ঠিকই করচে","positive"
"10211","আপনারা ভাল লেখেন বাংলাদেশ নামের রাষ্ট্রটি তার ১৬ কোটি নাগরিকের স্বপ্নের উপযোগী হয়ে উঠুক","positive"
"10212","এমন লেখা ছাপলে লেখক ক হয়তো প্রমান দেয়ার জন্য ধরবে","negative"
"10213","মফিজ তুই কুনাই, হেতেতো গেছে, এক্কেরে পুরাপুরি গেছেরে","negative"
"10215","সবই এদেশের রাজনীতির খেলা!আজ যে মিত্র কাল সে শত্রু","negative"
"10216","ঐ রেফারীরে যদি একটাবার হাতের কাছে পাইতাম","negative"
"10217","# অসাধারণ","positive"
"10218","পরিবারতন্ত্র থাকলে এমন হয়","ambiguous"
"10219","অতীতে যা করেছেন, যদি বর্তমানে তার ধারাবাহিকতা বজায় না রাখেন, তাহলে সস্দেহের বিষয় টা আসার কথা নয়","ambiguous"
"10220","যে মানুষ ৫০ বছর বয়সে পৃথিবীটাকে একই দৃষ্টিতে দেখে, যেমনটা সে দেখত ২০ বছর বয়সে; বুঝতে হবে মাঝখানে স্রেফ ৩০ বছর সে অপচয় করেছে","negative"
"10221","ভাই কাওকে এখন দুষবার সময় নয়","neutral"
"10222","Now 87/4 আমি চাই সাউথ আফ্রিকা জিতুক,,তারা যে ভাল খেলে তার মূল্যায়ন পাক","positive"
"10223","এটা নিয়ে বাংলাদেশীদের মাথা ব্যাথা থাকা উচিত নয়","neutral"
"10224","আপনার জন্য শুভকামনা","positive"
"10225","যারে কয়, গাছে কাঠাল গোফে তেল","negative"
"10226","জামাতকে রক্ষার জন্যই তো এতো কিছু","negative"
"10227","আজকে টি২০ বিশ্বকাপ ২০১৪ এ প্রথমবারের জন্য মাঠে যাচ্ছি","positive"
"10228","লেখকের সাহস আছে বলতেই হবে,তিনি যাদের বক্তব্য কে chellenge করেছেন,তারা সবাই এখন সুপ্রতিষ্ঠিত","positive"
"10229","বুঝে মন্তব্য করা উচিত","negative"
"10230","সরকার রাজনৈতিক ঝগড়া-বিবাদকে রাজপথ থেকে উঠিয়ে টেলিভিশনের টক শো আর ফেসবুকের মধ্যে ঢুকিয়ে দিতে পেরেছে","negative"
"10231","সংকটের সমাধান নিজেরাই করার পথ বের করুন","neutral"
"10232","২০৪১ পর্যন্ত থাকার যাদের স্বপ্ন তারা সহজে কোনদিন ক্ষমতা ছাড়বে","ambiguous"
"10233","আইনের দৃষ্টিতে মিন্টু ও পিন্টু অযোগ্য, সুতরাং তাদের মনোনয়ন বাতিল হওয়া স্বভাবিক নয় কি ?","negative"
"10234","খালেদা জিয়া বলেছেন এই জন্য আপনার আঁতে একটু ঘা লেগেছে বুঝতে পারছি","ambiguous"
"10235","সরকারদলীয় কিছু সাংবাদিক হয়তো খুশিই হবেন","ambiguous"
"10236","কামড় দেওয়ার জন্যই মনে হয় দাত একটু বড়","negative"
"10237","শুভ জন্মাষ্টমীতে হিন্দু সম্প্রদায় ভাই বোনদের জানাই জন্মাষ্টমীর শুভেচ্ছা","positive"
"10238","এভাবেই সমাজের সকল অন্যায়ের পতিরোধ করতে হবে","positive"
"10239","যারা মানুষের সভ্যতাকে সহ্য করতে পারছেনা তারা হিংস্র পশুতে রূপান্তরিত হচ্ছে","negative"
"10240","বাংলাদেশে কী অবস্থা?","ambiguous"
"10241","দ্য়া করে ইতিহাস না যেনে মুর্খের মতো কথা বলবেন না","negative"
"10242","আসলেইতো আ.লীগ মাত্র ৫%ভোটারের নির্বাচিত সরকার","ambiguous"
"10243","ঠিক","ambiguous"
"10244","বিএনপির এই মিথ্যাচারের রাজনিতি থেকে বেড় হয়ে আসা উচিত","negative"
"10245","এটা নিয়ে আগামী কয়েক দিন গবেষণা করুন","neutral"
"10246","আওয়ামীলীগ নির্বাচনের আগের কথা যা তারা নিজেরাই বলেছে এখন আবার নিজেরাই তা ভুলে গেছে","negative"
"10247","এই কিংবদন্তির অন্তিম যাত্রায় গভীর শ্রদ্ধাঞ্জলি","positive"
"10248","সরকার বলছে দেশে আইএস নাই, এখানে বলা হচ্ছে আইএস আছে","negative"
"10249","প্রথম দিনেইতো আপনার বোজা দরকার ছিল এরা ছাত্রলীগ","neutral"
"10250","যতসব ফালতু","negative"
"10251","তামিম, ১৬ কোটি পাগল বাঙলির পক্ষ থেকে আমি তোমার কাছে ক্ষমা চাচ্ছি","ambiguous"
"10252","সত্য কথা বললে তো উনাদের একটু খারাপ লাগারই কথা","negative"
"10253","শুধু প্রথম দিন নয়, প্রথম তিনমাসই গুরুত্বপূর্ন সব কিছু বুঝে নেয়ার জন্য","neutral"
"10254","২০০০- ২০০৫ এ আমরা উচচ আয়ের দেশ ছিলাম","positive"
"10255","উনার বাবার নিজের মুখে বলা কথাটাই বললাম","neutral"
"10256","ভাই, উনি আর কি বলবেন? নির্বাচন ক্মিশনারের কাছাকাছি কিছু এক্টাই তো বলবেন? মুড কি এর ই মধ্যে যথেষ্ট খারাপ হয়নি? উনি আর কতটুকুই বা মেজাজ খারাপ করবেন?","ambiguous"
"10257","ভুল বলছেন, সরকার বি এন পির বোমা বাজি , খুন - আর হত্গুযাযজ্মঞ্য বন্ধ করতে","ambiguous"
"10258","এজেন্ট হওয়ারই সাহস / আগ্রহ নাই","negative"
"10259","মার্সেলো যদি আত্মঘাতী গোলটা না করত তাহলেতো ব্রাজিল ৩-০ তে জিততো","negative"
"10260","লুকিয়ে যদি রক্ষা পাওয়া যেত তাহলে অনেক আগেই তা করতাম","negative"
"10261","শ্যামলীতে অবস্থিত সরকারি পঙ্গু হস্পিটালে এই চিকিৎসা কম খরচে করা সম্ভব","neutral"
"10262","এখানকার রিপোর্টটি খুব সংক্ষেপিত এবং খাদিজা বণর্িত আই এস এর ভয়াবহতাও পুরো চিত্রায়িত হয়নি","negative"
"10263","হেল্প লাইন চালু করলেন ভাল কথা; সেটা সবার জন্য নয় কেন?","negative"
"10264","ক্রিকেট আর জীবনেও ফুটবলের পর্যায়ে পৌছতে পারল না","negative"
"10265","ইনশ্ আল্লাহ্ চিলি জিতবেই","positive"
"10266","সহ মত","neutral"
"10267","এতে মন খারাপ করার কিছু নাই","positive"
"10268","মিন্টু নাই, ববিও নাই! বলছি ইলেকশনের দরকারটা কী আনিসুল'রে এমনিই জিতিয়ে দিলে পারেন","ambiguous"
"10269","পথ ভিন্ন কিন্তু গন্তব্য একটাই","positive"
"10270","শেষ পর্যন্ত চেতনা ব্যবসাতেও দুই পক্ষ","negative"
"10271","জিতলেই বিরিয়ানি খাওয়ামু","positive"
"10272","কখনো কখনো বড়রা ছোটদের বুদ্ধিমত্তায় হার মানে","positive"
"10273","২০০৫ কিংবা ২০১০ এ কি এই অবসতা হয়েছিল ? কিভাবে এ নির্রাচন থেকে সরে না আসবে ? মনজুরের না শুধু এটা সবারই খারাপ লাগার কথা","ambiguous"
"10274","অার সে পর্যায়ে অাসতে জয়কে অনেক সাধনা করতে হবে","positive"
"10275","বোকা হারাম , আল কায়েদা , জামাত শিবির , আই এস এস , তালেবান, জ়েএমবি, এরা নামে ভিন্ন আদর্শ উদ্দেশ্য এক","neutral"
"10276","আমি তো ঠিক মতোই দিলাম","positive"
"10277","অনন্ত জলিলের প্রতিদ্বন্দ্বী হওয়ার একটা চান্স আপনার সামনে আছে বলেই আমার ধারণা","positive"
"10278","ওনার নাকি কিসও নাই","ambiguous"
"10279","প্রথমআলোর ক্রীড়া সাংবাদিক গণ কি নিরপেক্ষ সাংবাদিকতা করতে পারে না ?!!!! এত অসাধারণ খেললো শ্রীলংকা , কিন্তু তাদের জন্য কোনো কথা বলা হলো না !! শুধু বিলাপ আর বিলাপ বাংলাদেশের ফালতু খেলে হারার দলের","negative"
"10280","ভাল মানুষের চেহারা বানিয়ে কোটি মানুষের অধিকার কেড়ে নেয়––এমন মানুষও আছে","negative"
"10281","পথ বহু দূর","neutral"
"10282","সলু কিন্তু .... ছত্রছায়ায় লালিত হচ্ছিলেন","ambiguous"
"10283","হাসিনার মামলা গুলোর কি হল ? খমতায় এসে ধোয়া তুলসি","ambiguous"
"10284","তোমাদের সাফল্য চেয়ে ৩২ কোটি হাত উঠবে প্রার্থনায়","positive"
"10285","আপনি খালেদার উপদেষ্টামন্ডলীতে নাই কেন সেইটাই বিস্ময়","ambiguous"
"10286","আর যারা নিরবিচার ক্কটেল মারে ?","negative"
"10287","মাশরাফির নিজের কাজটা কি দলে? তিনিই মনেহয় দুনিয়ার একমাত্র অধিনায়ক যে শুধুই অধিনায়কত্ব করেই দলে রয়েছেন","positive"
"10288","রিভিও নেয়ার ক্ষেত্রে অনিহা জয় পরাজয়ের ব্যাবধান গড়ে দিয়েছে","neutral"
"10289","অগণতান্ত্রিক সরকারকে কোনো সহযোগিতা নয়","negative"
"10290","এতে অবাক হবার কিছু নেই","neutral"
"10291","এখন শুধু বাকী আছে ঘোষনা দেয়ার, যে ভোটারের উপস্হিতি ছিল ৮০% আর মেয়র নির্বাচিত হয়েছে যথাক্রমে আনিসুল, খোকন এবং নাছির","ambiguous"
"10292","মওকা মওকা","ambiguous"
"10293","এই রকম ICC কে আমরা ধিকার জানাই","negative"
"10294","কোন সরকার রংপুরের উন্নয়ন করেনি. বিনপির সময় তো আরও না","negative"
"10295","এদেরকে মঙ্গলগ্রহে নিয়ে বিচার করা উচিত... আর যেন কোনোভাবেই পৃথিবীতে ঢুকতে না পারে সেই ব্যবস্থা করা উচিত, দেশটারে ছারখার কইরা দিসে","negative"
"10296","সুন্দর পোস্ট মি. মাইনুল","positive"
"10297","দাদা কি যুবলীগ করেন? ছাত্রলীগের চেয়ে সুযোগ সুবিদা কি কম পাওয়া যায়?","ambiguous"
"10298","মিজান সাহেব বরাবরই খুব সুন্দর ব্যখ্যা দেন , এবারও তার ব্যতিক্রম করেননি","positive"
"10299","বয়স ত এখন ৩১...৩৫ পর্যন্ত অনায়াসে খেলতে পারবে","positive"
"10300","তারা সবাই জানে","neutral"
"1301","সব দরবেশ বাবার কারসাজি","ambiguous"
"1302","‘চৌকস’ এসপি বাবুলকে অন্য কোনো স্বার্থের বলি করা হচ্ছে, এটাই সত্য","negative"
"1303","সে এক অসাধারণ ব্যাটসম্যান","positive"
"1304","সবচেয়ে ভালো হয় যদি কোনো দিন বাঙালি নৈতিকতা ও দক্ষতায় বিশ্বসভায় প্রথম, দ্বিতীয় বা তৃতীয় স্থান অধিকার করে","positive"
"1305","টেবিলে রেখে বাসে সীল মারো","neutral"
"1306","আগে ছিল ছদ্মবেশে, এখন হতে যাচ্ছে সঠিক পরিচয়ে","negative"
"1307","নোটিশের যথাযথ উত্তর দিতে পারলে মাফ করা হবে","positive"
"1308","এমনিতেই ডুবেছে এখন দ্রুত তলিয়ে যেতে চাচ্ছে","negative"
"1309","যে সরকার সঠিকভাবে নির্বাচণের মধ্য দিয়ে ক্ষমতায় আসেনি বা যে নির্বাচন সুষ্ঠ হয়নি তা কি করে বৈধ হয় ????","negative"
"1310","সবাই দোয়া করুন, সামনের খেলা গুলো যেন সবাই আরও ভালো খেলতে পারে","positive"
"2101","আর বাংলাদেশের ক্ষেত্রেতো ফাউল করলেও আবেদন করার লোক নাই","negative"
"2102","হক কথা","positive"
"2103","লটারী অথবা সিরিয়ালের মাধ্যমে সোনার ছেলে ও সোনার যুবদের কাজ দেয়া হবে","negative"
"2104","ওদের মাথা ব্যাথার কারন কি?","ambiguous"
"2105","সংলাপের ডাক প্রধানমন্ত্রীকেই দিতে হবে","neutral"
"2106","আপনি সন্দেহ করে কি করবেন ? আপনার নেতা বিশ্বাসের ঘাটতির বহিঃপ্রকাশ দেখালেই সিএমএইচ","ambiguous"
"2107","এক বছরের মত সময় ধরে ওন লাইনে বাংলাদেশ ও ভারতীয় বাংলার বেশ ক'টা টিভি চ্যানেল দেখে আসছি তার মধ্যে লন্ডন ভিত্তিক দুইটি চ্যানেল রয়েছে","neutral"
"2108","ভাল, দ্যাখ বেশি করে তবে যে আবার দোষ না হয়ে যায় সেদিকে খেয়াল থাকে যেনো","ambiguous"
"2109","প্রায় আধা ঘণ্টা চলে এ পরিচ্ছন্নতা অভিযান","positive"
"2110","যারা টেররিস্ট জামাত ইসলামের সাফাই গাচ্ছেন তারা পাকিস্থান আফগানিস্থানে চলে যান, আমাদের একটু শান্তিতে থাকতে দিন প্লিজ","negative"
"2111","তাবিথ ভাই ভয় নাই","positive"
"2112","ভারত হারলে ভালই লাগে","positive"
"2113","এসব করে পরজয়ের ব্যবধান বারবে বৈকি কমবে না","negative"
"2114","যাক, আমরা ৫ জানুয়ারীর সিলেকশনের পর আরো একটি সিলেকশন পেতে যাচ্ছি","neutral"
"2115","আটক ব্যক্তি সুস্থ হলে তাকে নিয়ে অভিযানে নামবে র‍্যাব-পুলিশ","neutral"
"2116","সাময়িক হলেও ভাল উদ্যোগ","positive"
"2117","গনতন্ত্রের জন্য ফেনা তুলে কেউ মানুষ পুড়িয়েছে ? মোটেও না, কিন্ত বিনপি করেছে","negative"
"2118","ইনসাহআলললহ্ সামনে ও আমরা জয়ী হবো আশা রাখি","positive"
"2119","তাই হবুচন্দ্রের এ রাজ্যে রাকিবউদ্দিনের মতো মেরুদন্ডহীন ‍উজিরের কারণে তারা যা করবে সেটাই নিয়ম","negative"
"2120","এ দেশে সাদাকে সাদা বলার লোকের খুবই অভাব","negative"
"2121","রাবিশ-খবিশ - এ দেশ টা ভরে গেছে","negative"
"2122","বিশ্বকাপের সেরা হার ১০০ রানের নীচে","ambiguous"
"2123","বয়স কোনও ব্যাপার না","positive"
"2124","বুড়িগঙ্গা ২য় সেতুরও টোল উঠে গেছে","neutral"
"2125","রাজনীতির এই বিধ্বংসী ও বিনাশী প্রবণতাকে কেবল অনুপ্রবেশকারী সমস্যা বলে পার পাওয়া যাবে বলে মনে হয় না৷","negative"
"2126","দেখার কেউ নেই, বলার কেউ নেই","negative"
"2127","ভারতেরক কিছু পাঠক এখানে মাঝে মাঝে ঢু মারে এবং কমেন্টস করে , তাদের অন্তত এটা জেনে রাখা উচিৎ কিভাবে মোড়লরা বেঁচে যায়","negative"
"2128","ভাগ্যিস আরেকটু হইলে ডাইল হয়ে যেত","ambiguous"
"2129","ভাল কে ভাল বললে ভাল লাগে :)","positive"
"2130","শেষ রাউন্ডটা জিততে পারলে আমাদের পয়েন্ট হতো ১৩, পজিশন ৩৫ থেকে ৫০ এর মধ্যে থাকতো","neutral"
"2131","হাহাহা","ambiguous"
"2132","সারা বিশ্ব তার সাথে আছে ইনশাল্লাহ","positive"
"2133","আপনারা কেউ কিছু বলেন","neutral"
"2134","আমাদের দেশে সাধারন জনগণের দুঃখ দুর্দশা দেখার মত সরকারের যথেষ্ট সময় নেই","negative"
"2135","জনাব শাহদীন মালিক, আপনি একজন শামীম ওসমান নামক শামীম ওসমান'কে মন্ত্রী-সভায় দেখার আকুল ইচ্ছে পোষণ করেছেন; কিন্তু আমি যে পুরো মন্ত্রী-সভা জুড়ে শুধু শামীম ওসমানদের-ই দেখি","ambiguous"
"2136","অর্জন,অগ্রগতি আর লক্ষ্যমাত্রা খুবই আপেক্ষিক ব্যাপার","neutral"
"2137","যারা আয়োজনের সাথে যুক্ত আছেন তাদের সবাইকে অভিনন্দন","positive"
"2138","নাসির এর খারাপ সময় যাচ্ছে তাই বলে ওকে বাদ দেয়ার কোন মানে হয়না","negative"
"2139","এই 'অলস টাকা' কে 'স্পীড মানি' তে রূপান্তর করা যায় না","neutral"
"2140","মোদী যাওয়ার সময় কাপটা দিয়ে দিলেই তো ল্যাঠা চুকে যেতো","neutral"
"2141","আমি নিজে শেয়ার বাজারে বিনিয়োগকারী একজন ভুক্তভোগী","negative"
"2142","খালেদা জিয়ার উপর এভাবে হামলা সমর্থন করি না, উনি অপরাধী হলে আইনের মাধ্যমে গ্রেপ্তার করা হউক","negative"
"2143","জামান # হাওয়া ভবনের সাথে বুঝি গনতন্ত্র মানানসই","ambiguous"
"2144","আই, জি, পি বলেছেন জঙ্গীরা তালিকাভুক্ত সন্ত্রাসী","neutral"
"2145","আওমি সংবিধান বিশেষজ্ঞ গন পূর্ব পরিকল্পিত ভাবেই এ কাজটা করেছেন বুঝা যায়","neutral"
"2146","মিথ্যাচারের ওপর রাষ্ট্র দাঁড়িয়ে আছে","negative"
"2147","ধন্যবাদ","positive"
"2148","আটককৃত একজন শিবির কর্মী","neutral"
"2149","বেশী মাথা ঘামানো লাগবেনা","ambiguous"
"2150","পাকিস্তানে ক্রিকেটারদের শবদেহ (রূপক) পোড়াচ্ছে জনতা","negative"
"2151","যে কথার অনেক অর্থ হয়, তা সত্যের কাছাকাছি মিথ্যা","negative"
"2152","আর অবশ্যই সবার মধ্যে জবাবদিহিতা নিশ্চিত করতে হবে সে খেলোয়া,কোচ,নির্বাচক যেই হোক","ambiguous"
"2153","পানির নিয়ন্ত্রন থাকবে ভারতের হাতে, মর্জি হলে দেবে নয়ত না","negative"
"2154","কয়েক দিন পর হয়তো শুনবো শার্লক হোমস এর ও খোজ করছে","ambiguous"
"2155","এ যে দেখছি চোরের উপর বাটপারী","ambiguous"
"2156","নাটকের আরো কত কি দেখা যাবে","negative"
"2157","ইলিশ বাঁচাতে গেলে কম করে ৩ বছর সবরকমের ইলিশ ধরা নিষিদ্ধ করতে হবে","neutral"
